instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,prompt
p1,237,23,risk,0,91,626,0.23,1.5822,3,False,A,"You are entitled to one of two payouts.
Payout A: receive $626 with 23% probability, and $0 with 77% probability.
Payout B: receive $91 with certainty.
Choose the payout you want."
p1,339,33,risk,0,142,446,0.53,1.6646,4,False,A,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $446 with 53% probability, and $0 with 47% probability.
Deal B: receive $142 with certainty.
Decide which deal you take."
p1,94,9,risk,0,49,153,0.26,0.8118,2,True,B,"Consider the following pair of alternatives and select one.
Alternative A: receive $49 with certainty.
Alternative B: receive $153 with 26% probability, and $0 with 74% probability.
Select the alternative you would rather have."
p1,158,15,risk,0,82,113,0.74,1.0198,4,True,B,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $82 with certainty.
Deal B: receive $113 with 74% probability, and $0 with 26% probability.
Decide which deal you take."
p1,175,17,risk,0,117,362,0.42,1.2995,2,False,A,"Consider the following pair of alternatives and select one.
Alternative A: receive $362 with 42% probability, and $0 with 58% probability.
Alternative B: receive $117 with certainty.
Select the alternative you would rather have."
p1,183,18,risk,0,41,61,0.58,0.8629,1,False,A,"Two offers are on the table and you can accept exactly one.
Offer A: receive $61 with 58% probability, and $0 with 42% probability.
Offer B: receive $41 with certainty.
Which offer do you accept?"
p1,207,20,risk,0,186,266,0.63,0.901,3,False,A,"You are entitled to one of two payouts.
Payout A: receive $266 with 63% probability, and $0 with 37% probability.
Payout B: receive $186 with certainty.
Choose the payout you want."
p1,333,33,risk,0,142,446,0.53,1.6646,1,False,A,"Two offers are on the table and you can accept exactly one.
Offer A: receive $446 with 53% probability, and $0 with 47% probability.
Offer B: receive $142 with certainty.
Which offer do you accept?"
p1,316,31,risk,0,51,151,0.29,0.8586,3,True,B,"You are entitled to one of two payouts.
Payout A: receive $51 with certainty.
Payout B: receive $151 with 29% probability, and $0 with 71% probability.
Choose the payout you want."
p1,79,7,risk,0,63,98,0.64,0.9956,4,False,A,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $98 with 64% probability, and $0 with 36% probability.
Deal B: receive $63 with certainty.
Decide which deal you take."
p1,150,15,risk,0,82,113,0.74,1.0198,0,True,B,"You must pick one of two payment options.
Option A: receive $82 with certainty.
Option B: receive $113 with 74% probability, and $0 with 26% probability.
Pick the option you prefer."
p1,322,32,risk,0,131,236,0.57,1.0269,1,True,B,"Two offers are on the table and you can accept exactly one.
Offer A: receive $131 with certainty.
Offer B: receive $236 with 57% probability, and $0 with 43% probability.
Which offer do you accept?"
p1,239,23,risk,0,91,626,0.23,1.5822,4,False,A,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $626 with 23% probability, and $0 with 77% probability.
Deal B: receive $91 with certainty.
Decide which deal you take."
p1,396,39,risk,0,178,567,0.32,1.0193,3,True,B,"You are entitled to one of two payouts.
Payout A: receive $178 with certainty.
Payout B: receive $567 with 32% probability, and $0 with 68% probability.
Choose the payout you want."
p1,142,14,risk,0,81,201,0.68,1.6874,1,True,B,"Two offers are on the table and you can accept exactly one.
Offer A: receive $81 with certainty.
Offer B: receive $201 with 68% probability, and $0 with 32% probability.
Which offer do you accept?"
p1,62,6,risk,0,94,101,0.71,0.7629,1,True,B,"Two offers are on the table and you can accept exactly one.
Offer A: receive $94 with certainty.
Offer B: receive $101 with 71% probability, and $0 with 29% probability.
Which offer do you accept?"
p1,263,26,risk,0,59,151,0.36,0.9214,1,False,A,"Two offers are on the table and you can accept exactly one.
Offer A: receive $151 with 36% probability, and $0 with 64% probability.
Offer B: receive $59 with certainty.
Which offer do you accept?"
p1,378,37,risk,0,151,252,0.68,1.1348,4,True,B,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $151 with certainty.
Deal B: receive $252 with 68% probability, and $0 with 32% probability.
Decide which deal you take."
p1,160,16,risk,0,139,234,0.6,1.0101,0,True,B,"You must pick one of two payment options.
Option A: receive $139 with certainty.
Option B: receive $234 with 60% probability, and $0 with 40% probability.
Pick the option you prefer."
p1,383,38,risk,0,183,609,0.38,1.2646,1,False,A,"Two offers are on the table and you can accept exactly one.
Offer A: receive $609 with 38% probability, and $0 with 62% probability.
Offer B: receive $183 with certainty.
Which offer do you accept?"
p1,112,11,risk,0,54,68,0.81,1.02,1,True,B,"Two offers are on the table and you can accept exactly one.
Offer A: receive $54 with certainty.
Offer B: receive $68 with 81% probability, and $0 with 19% probability.
Which offer do you accept?"
p1,156,15,risk,0,82,113,0.74,1.0198,3,True,B,"You are entitled to one of two payouts.
Payout A: receive $82 with certainty.
Payout B: receive $113 with 74% probability, and $0 with 26% probability.
Choose the payout you want."
p1,38,3,risk,0,46,158,0.33,1.1335,4,True,B,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $46 with certainty.
Deal B: receive $158 with 33% probability, and $0 with 67% probability.
Decide which deal you take."
p1,128,12,risk,0,164,541,0.38,1.2535,4,True,B,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $164 with certainty.
Deal B: receive $541 with 38% probability, and $0 with 62% probability.
Decide which deal you take."
p1,217,21,risk,0,106,206,0.73,1.4187,3,False,A,"You are entitled to one of two payouts.
Payout A: receive $206 with 73% probability, and $0 with 27% probability.
Payout B: receive $106 with certainty.
Choose the payout you want."
p1,318,31,risk,0,51,151,0.29,0.8586,4,True,B,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $51 with certainty.
Deal B: receive $151 with 29% probability, and $0 with 71% probability.
Decide which deal you take."
p1,55,5,risk,0,162,381,0.46,1.0819,2,False,A,"Consider the following pair of alternatives and select one.
Alternative A: receive $381 with 46% probability, and $0 with 54% probability.
Alternative B: receive $162 with certainty.
Select the alternative you would rather have."
p1,96,9,risk,0,49,153,0.26,0.8118,3,True,B,"You are entitled to one of two payouts.
Payout A: receive $49 with certainty.
Payout B: receive $153 with 26% probability, and $0 with 74% probability.
Choose the payout you want."
p1,8,0,risk,0,186,984,0.26,1.3755,4,True,B,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $186 with certainty.
Deal B: receive $984 with 26% probability, and $0 with 74% probability.
Decide which deal you take."
p1,132,13,risk,0,72,88,0.64,0.7822,1,True,B,"Two offers are on the table and you can accept exactly one.
Offer A: receive $72 with certainty.
Offer B: receive $88 with 64% probability, and $0 with 36% probability.
Which offer do you accept?"
p1,340,34,risk,0,52,96,0.63,1.1631,0,True,B,"You must pick one of two payment options.
Option A: receive $52 with certainty.
Option B: receive $96 with 63% probability, and $0 with 37% probability.
Pick the option you prefer."
p1,28,2,risk,0,162,661,0.26,1.0609,4,True,B,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $162 with certainty.
Deal B: receive $661 with 26% probability, and $0 with 74% probability.
Decide which deal you take."
p1,77,7,risk,0,63,98,0.64,0.9956,3,False,A,"You are entitled to one of two payouts.
Payout A: receive $98 with 64% probability, and $0 with 36% probability.
Payout B: receive $63 with certainty.
Choose the payout you want."
p1,349,34,risk,0,52,96,0.63,1.1631,4,False,A,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $96 with 63% probability, and $0 with 37% probability.
Deal B: receive $52 with certainty.
Decide which deal you take."
p1,371,37,risk,0,151,252,0.68,1.1348,0,False,A,"You must pick one of two payment options.
Option A: receive $252 with 68% probability, and $0 with 32% probability.
Option B: receive $151 with certainty.
Pick the option you prefer."
p1,0,0,risk,0,186,984,0.26,1.3755,0,True,B,"You must pick one of two payment options.
Option A: receive $186 with certainty.
Option B: receive $984 with 26% probability, and $0 with 74% probability.
Pick the option you prefer."
p1,111,11,risk,0,54,68,0.81,1.02,0,False,A,"You must pick one of two payment options.
Option A: receive $68 with 81% probability, and $0 with 19% probability.
Option B: receive $54 with certainty.
Pick the option you prefer."
p1,238,23,risk,0,91,626,0.23,1.5822,4,True,B,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $91 with certainty.
Deal B: receive $626 with 23% probability, and $0 with 77% probability.
Decide which deal you take."
p1,7,0,risk,0,186,984,0.26,1.3755,3,False,A,"You are entitled to one of two payouts.
Payout A: receive $984 with 26% probability, and $0 with 74% probability.
Payout B: receive $186 with certainty.
Choose the payout you want."
p1,40,4,risk,0,29,71,0.55,1.3466,0,True,B,"You must pick one of two payment options.
Option A: receive $29 with certainty.
Option B: receive $71 with 55% probability, and $0 with 45% probability.
Pick the option you prefer."
p1,393,39,risk,0,178,567,0.32,1.0193,1,False,A,"Two offers are on the table and you can accept exactly one.
Offer A: receive $567 with 32% probability, and $0 with 68% probability.
Offer B: receive $178 with certainty.
Which offer do you accept?"
p1,3,0,risk,0,186,984,0.26,1.3755,1,False,A,"Two offers are on the table and you can accept exactly one.
Offer A: receive $984 with 26% probability, and $0 with 74% probability.
Offer B: receive $186 with certainty.
Which offer do you accept?"
p1,154,15,risk,0,82,113,0.74,1.0198,2,True,B,"Consider the following pair of alternatives and select one.
Alternative A: receive $82 with certainty.
Alternative B: receive $113 with 74% probability, and $0 with 26% probability.
Select the alternative you would rather have."
p1,129,12,risk,0,164,541,0.38,1.2535,4,False,A,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $541 with 38% probability, and $0 with 62% probability.
Deal B: receive $164 with certainty.
Decide which deal you take."
p1,203,20,risk,0,186,266,0.63,0.901,1,False,A,"Two offers are on the table and you can accept exactly one.
Offer A: receive $266 with 63% probability, and $0 with 37% probability.
Offer B: receive $186 with certainty.
Which offer do you accept?"
p1,118,11,risk,0,54,68,0.81,1.02,4,True,B,"A counterparty gives you a one-time decision between two deals.
Deal A: receive $54 with certainty.
Deal B: receive $68 with 81% probability, and $0 with 19% probability.
Decide which deal you take."
p1,137,13,risk,0,72,88,0.64,0.7822,3,False,A,"You are entitled to one of two payouts.
Payout A: receive $88 with 64% probability, and $0 with 36% probability.
Payout B: receive $72 with certainty.
Choose the payout you want."
p1,95,9,risk,0,49,153,0.26,0.8118,2,False,A,"Consider the following pair of alternatives and select one.
Alternative A: receive $153 with 26% probability, and $0 with 74% probability.
Alternative B: receive $49 with certainty.
Select the alternative you would rather have."
p1,33,3,risk,0,46,158,0.33,1.1335,1,False,A,"Two offers are on the table and you can accept exactly one.
Offer A: receive $158 with 33% probability, and $0 with 67% probability.
Offer B: receive $46 with certainty.
Which offer do you accept?"
p1,321,32,risk,0,131,236,0.57,1.0269,0,False,A,"You must pick one of two payment options.
Option A: receive $236 with 57% probability, and $0 with 43% probability.
Option B: receive $131 with certainty.
Pick the option you prefer."
p1,91,9,risk,0,49,153,0.26,0.8118,0,False,A,"You must pick one of two payment options.
Option A: receive $153 with 26% probability, and $0 with 74% probability.
Option B: receive $49 with certainty.
Pick the option you prefer."
